fips15,census_tract,census_block,ward_2010,anc_2010
110010062021098,0062,1098,2,2A
110010088041006,0088,1006,5,5D
110010003003001,0003,3001,3,3B
110010067002003,0067,2003,6,6B
110010068041013,0068,1013,6,6B
110010097001004,0097,1004,8,8E
110010079031003,0079,1003,7,7D
110010092032007,0092,2007,5,5E
110010089041002,0089,1002,5,5D
110010009011006,0009,1006,3,3D
110010080021006,0080,1006,6,6A
110010010022007,0010,2007,3,3C
110010096011036,0096,1036,7,7D
110010091021002,0091,1002,5,5C
110010073011012,0073,1012,8,8C
110010034002018,0034,2018,1,1B
110010025012002,0025,2002,4,4C
110010082002003,0082,2003,6,6C
110010095092003,0095,2003,5,5A
110010068022007,0068,2007,6,6B
110010077091032,0077,1032,7,7B
110010076043012,0076,3012,7,7B
110010010021002,0010,1002,3,3D
110010094003011,0094,3011,5,5C
110010056002003,0056,2003,2,2A
110010096011044,0096,1044,7,7D
110010048022004,0048,2004,6,6E
110010111003026,0111,3026,5,5C
110010009022020,0009,2020,3,3D
110010073011072,0073,1072,8,8C
110010078041010,0078,1010,7,7C
110010088031025,0088,1025,5,5D
110010024003003,0024,3003,4,4C
110010096041008,0096,1008,7,7D
110010095042001,0095,2001,5,5A
110010021014007,0021,4007,4,4D
110010009012018,0009,2018,3,3D
110010087021002,0087,1002,5,5E
110010088031011,0088,1011,5,5D
110010076012003,0076,2003,8,8A
110010040013009,0040,3009,1,1C
110010074041005,0074,1005,8,8E
110010058002010,0058,2010,2,2C
110010092032012,0092,2012,5,5E
110010016004024,0016,4024,4,4A
110010019021016,0019,1016,4,4B
110010074011003,0074,1003,8,8A
110010077072015,0077,2015,7,7E
110010059001020,0059,1020,6,6C
110010089031016,0089,1016,5,5D
110010069001017,0069,1017,6,6B
110010037003002,0037,3002,1,1B
110010076011007,0076,1007,7,7B
110010102002002,0102,2002,6,6D
110010055001010,0055,1010,2,2B
110010020022004,0020,2004,4,4C
110010001004021,0001,4021,2,2E
110010099051008,0099,1008,7,7E
110010075041009,0075,1009,8,8A
110010065001004,0065,1004,6,6B
110010004002017,0004,2017,3,3C
110010106002048,0106,2048,6,6C
110010102001017,0102,1017,6,6D
110010098031003,0098,1003,8,8C
110010058001026,0058,1026,2,2C
110010077072019,0077,2019,7,7E
110010020021015,0020,1015,4,4C
110010017022003,0017,2003,4,4B
110010047012006,0047,2006,6,6E
110010110002009,0110,2009,6,6D
110010077091006,0077,1006,7,7B
110010099021002,0099,1002,7,7E
110010016004001,0016,4001,4,4A
110010059001034,0059,1034,2,2C
110010106002045,0106,2045,6,6C
110010074081004,0074,1004,8,8B
110010099072005,0099,2005,7,7F
110010005021012,0005,1012,3,3C
110010095033011,0095,3011,5,5B
110010001004016,0001,4016,2,2E
110010098031000,0098,1000,8,8C
110010002024025,0002,4025,2,2E
110010023011005,0023,1005,4,4C
110010088042004,0088,2004,5,5D
110010046002017,0046,2017,6,6E
110010091022005,0091,2005,5,5C
110010074011008,0074,1008,8,8A
110010043001001,0043,1001,1,1B
110010103003005,0103,3005,4,4B
110010068022000,0068,2000,6,6B
110010068041020,0068,1020,7,7D
110010010014021,0010,4021,3,3E
110010106002054,0106,2054,6,6C
110010020021010,0020,1010,4,4C
110010073011104,0073,1104,8,8D
110010088031030,0088,1030,5,5D
110010093012007,0093,2007,5,5B
110010020011002,0020,1002,4,4A
110010041001001,0041,1001,2,2D
110010006001003,0006,1003,3,3C
110010072002024,0072,2024,6,6D
110010056003003,0056,3003,2,2A
110010076043004,0076,3004,7,7B
110010016003012,0016,3012,4,4A
110010073042004,0073,2004,8,8E
110010098071006,0098,1006,8,8D
110010015001033,0015,1033,3,3G
110010027022002,0027,2002,1,1D
110010078062018,0078,2018,7,7C
110010055002010,0055,2010,2,2A
110010093021007,0093,1007,5,5B
110010073011090,0073,1090,8,8D
110010028022004,0028,2004,1,1A
110010093021005,0093,1005,5,5B
110010076015024,0076,5024,8,8A
110010009013006,0009,3006,3,3D
110010058001012,0058,1012,2,2C
110010002024031,0002,4031,2,2E
110010011002002,0011,2002,3,3E
110010012001012,0012,1012,3,3F
110010032004007,0032,4007,1,1B
110010008013007,0008,3007,3,3D
110010098011013,0098,1013,8,8E
110010039001003,0039,1003,1,1C
110010084021004,0084,1004,6,6A
110010073011099,0073,1099,8,8D
110010078082005,0078,2005,7,7C
110010073011109,0073,1109,8,8D
110010077071004,0077,1004,7,7E
110010010015014,0010,5014,3,3E
110010076012010,0076,2010,8,8A
110010062021121,0062,1121,6,6C
110010111002014,0111,2014,5,5C
110010099022003,0099,2003,7,7B
110010110002003,0110,2003,6,6D
110010006003007,0006,3007,3,3C
110010111003010,0111,3010,5,5C
110010073011130,0073,1130,8,8D
110010078043001,0078,3001,7,7C
110010088024001,0088,4001,5,5D
110010044002013,0044,2013,1,1B
110010096021000,0096,1000,7,7D
110010094004014,0094,4014,5,5B
110010069002005,0069,2005,6,6B
110010065002001,0065,2001,6,6B
110010111003032,0111,3032,5,5C
110010064001007,0064,1007,6,6D
110010041003027,0041,3027,2,2E
110010002024012,0002,4012,2,2E
110010059001019,0059,1019,6,6C
110010094001001,0094,1001,5,5B
110010004002005,0004,2005,3,3C
110010074011009,0074,1009,8,8A
110010111002021,0111,2021,5,5C
110010028021000,0028,1000,1,1A
110010015004011,0015,4011,3,3G
110010084022003,0084,2003,6,6A
110010003001010,0003,1010,2,2E
110010091022015,0091,2015,5,5C
110010095031016,0095,1016,5,5B
110010010022006,0010,2006,3,3C
110010046002014,0046,2014,5,5E
110010076014004,0076,4004,8,8A
110010043002004,0043,2004,2,2B
110010073011084,0073,1084,8,8C
110010079031016,0079,1016,7,7D
110010013013007,0013,3007,3,3F
110010078041001,0078,1001,7,7C
110010094004003,0094,4003,5,5B
110010077082017,0077,2017,7,7B
110010010011008,0010,1008,3,3E
110010088042012,0088,2012,5,5D
110010071001031,0071,1031,6,6B
110010050011005,0050,1005,2,2F
110010094003004,0094,3004,5,5B
110010019013002,0019,3002,4,4B
110010019012009,0019,2009,4,4B
110010026002023,0026,2023,4,4A
110010101001014,0101,1014,2,2F
110010077091023,0077,1023,7,7B
110010078092014,0078,2014,7,7D
110010002021005,0002,1005,2,2E
110010030001004,0030,1004,1,1A
110010076052000,0076,2000,8,8A
110010040013002,0040,3002,1,1C
110010080022001,0080,2001,6,6A
110010016004017,0016,4017,4,4A
110010076012002,0076,2002,8,8A
110010074011002,0074,1002,8,8A
110010022012014,0022,2014,4,4D
110010109002006,0109,2006,8,8D
110010020021003,0020,1003,4,4C
110010008013031,0008,3031,3,3D
110010018042014,0018,2014,4,4A
110010009022039,0009,2039,3,3D
110010071002002,0071,2002,6,6B
110010041003004,0041,3004,2,2D
110010009022000,0009,2000,3,3D
110010089031004,0089,1004,5,5D
110010048011010,0048,1010,6,6E
110010029002010,0029,2010,1,1A
110010011001001,0011,1001,3,3G
110010071002006,0071,2006,6,6B
110010095052021,0095,2021,4,4B
110010065002017,0065,2017,6,6B
110010027023014,0027,3014,1,1D
110010106002041,0106,2041,6,6C
110010062021205,0062,1205,6,6D
110010104002029,0104,2029,8,8C
110010004002014,0004,2014,3,3C
110010021011010,0021,1010,4,4B
110010019013006,0019,3006,4,4B
110010046002009,0046,2009,5,5E
110010108002009,0108,2009,2,2A
110010079012001,0079,2001,6,6A
110010096011012,0096,1012,7,7D
110010076032008,0076,2008,7,7B
110010077072005,0077,2005,7,7E
110010048011025,0048,1025,6,6E
110010095071000,0095,1000,4,4B
110010003003011,0003,3011,2,2E
110010055005004,0055,5004,2,2B
110010023011018,0023,1018,4,4C
110010010012015,0010,2015,3,3E
110010010015012,0010,5012,3,3E
110010055002005,0055,2005,2,2A
110010018042010,0018,2010,4,4A
110010065002003,0065,2003,6,6B
110010021011011,0021,1011,4,4B
110010011004005,0011,4005,3,3E
110010055003003,0055,3003,2,2A
110010075032002,0075,2002,8,8A
110010005021013,0005,1013,3,3C
110010015001026,0015,1026,3,3G
110010098011005,0098,1005,8,8E
110010022023002,0022,3002,4,4D
110010094003002,0094,3002,5,5C
110010095093002,0095,3002,5,5A
110010095012005,0095,2005,5,5A
110010111002031,0111,2031,5,5C
110010044001004,0044,1004,1,1B
110010018041004,0018,1004,4,4A
110010095042005,0095,2005,5,5A
110010077092004,0077,2004,7,7B
110010078043019,0078,3019,7,7C
110010003001001,0003,1001,3,3B
110010068041010,0068,1010,7,7D
110010062021036,0062,1036,2,2A
110010107002001,0107,2001,2,2B
110010077032002,0077,2002,7,7F
110010072001017,0072,1017,6,6D
110010091023004,0091,3004,5,5C
110010080011001,0080,1001,6,6A
110010019011007,0019,1007,4,4B
110010025012009,0025,2009,4,4C
110010096022004,0096,2004,7,7D
110010062021101,0062,1101,2,2C
110010074081012,0074,1012,8,8B
110010107001019,0107,1019,2,2B
110010016002005,0016,2005,4,4A
110010006004018,0006,4018,3,3C
110010099072004,0099,2004,7,7F
110010048011000,0048,1000,6,6E
110010064002012,0064,2012,6,6D
110010093011001,0093,1001,5,5B
110010042021003,0042,1003,2,2B
110010094002019,0094,2019,5,5C
110010021011007,0021,1007,4,4B
110010008013020,0008,3020,3,3D
110010098101000,0098,1000,8,8D
110010010022003,0010,2003,3,3C
110010099042007,0099,2007,7,7E
110010062021233,0062,1233,2,2A
110010019014004,0019,4004,4,4B
110010023021004,0023,1004,5,5A
110010078043018,0078,3018,7,7C
110010092032013,0092,2013,5,5E
110010104002034,0104,2034,8,8C
110010032004002,0032,4002,1,1A
110010034002022,0034,2022,1,1B
110010080022020,0080,2020,6,6A
110010078082007,0078,2007,7,7C
110010074042008,0074,2008,8,8E
110010074071000,0074,1000,8,8B
110010024002012,0024,2012,4,4C
110010019012010,0019,2010,4,4B
110010095053022,0095,3022,4,4B
110010023012012,0023,2012,4,4C
110010029002004,0029,2004,1,1A
110010024004003,0024,4003,4,4C
110010062021163,0062,1163,2,2A
110010008022021,0008,2021,3,3D
110010001003009,0001,3009,2,2E
110010072002026,0072,2026,6,6D
110010093013016,0093,3016,5,5B
110010069001006,0069,1006,6,6B
110010078071000,0078,1000,7,7C
110010062021017,0062,1017,2,2C
110010095031011,0095,1011,5,5B
110010033013001,0033,3001,5,5E
110010004001011,0004,1011,3,3C
110010096042002,0096,2002,7,7D
110010026002024,0026,2024,4,4A
110010048011019,0048,1019,6,6E
110010103003009,0103,3009,4,4B
110010021012003,0021,2003,4,4D
110010021025005,0021,5005,4,4D
110010009022033,0009,2033,3,3D
110010108003008,0108,3008,2,2A
110010075021000,0075,1000,8,8B
110010059001012,0059,1012,2,2C
110010078033006,0078,3006,7,7D
110010043002003,0043,2003,2,2B
110010013011015,0013,1015,3,3F
110010095042011,0095,2011,5,5B
110010073011138,0073,1138,8,8C
110010091022023,0091,2023,5,5C
110010094004011,0094,4011,5,5B
110010053012004,0053,2004,2,2B
110010012004008,0012,4008,3,3E
110010111003028,0111,3028,5,5C
110010097001016,0097,1016,8,8E
110010096011018,0096,1018,7,7D
110010106002005,0106,2005,6,6C
110010077091000,0077,1000,7,7B
110010003002004,0003,2004,3,3B
110010062021116,0062,1116,6,6C
110010014011010,0014,1010,3,3G
110010025022003,0025,2003,4,4C
110010038002004,0038,2004,1,1C
110010050024000,0050,4000,2,2F
110010098071007,0098,1007,8,8D
110010056002023,0056,2023,2,2A
110010017021021,0017,1021,4,4B
110010079013000,0079,3000,6,6A
110010067001001,0067,1001,6,6B
110010078062008,0078,2008,7,7C
110010062021127,0062,1127,6,6B
110010078062013,0078,2013,7,7C
110010020021011,0020,1011,4,4C
110010107001030,0107,1030,2,2B
110010058001031,0058,1031,2,2C
110010006003008,0006,3008,3,3C
110010019012000,0019,2000,4,4B
110010008014002,0008,4002,3,3D
110010110002008,0110,2008,6,6D
110010077034003,0077,4003,7,7F
110010105002025,0105,2025,6,6D
110010078032006,0078,2006,7,7D
110010096041001,0096,1001,7,7D
110010062021220,0062,1220,2,2A
110010035001006,0035,1006,1,1B
110010011001006,0011,1006,3,3G
110010095053000,0095,3000,4,4B
110010076015019,0076,5019,8,8A
110010095051002,0095,1002,4,4B
110010095041000,0095,1000,5,5B
110010076015010,0076,5010,7,7B
110010014022003,0014,2003,3,3G
110010044002010,0044,2010,1,1B
110010074011007,0074,1007,8,8A
110010062021232,0062,1232,2,2A
110010009011000,0009,1000,3,3D
110010109002043,0109,2043,8,8D
110010074042000,0074,2000,8,8E
110010066001021,0066,1021,6,6B
110010080021005,0080,1005,6,6A
110010026001012,0026,1012,4,4A
110010105001003,0105,1003,6,6D
110010099042009,0099,2009,7,7E
110010096021017,0096,1017,7,7D
110010078092015,0078,2015,7,7C
110010088042017,0088,2017,5,5D
110010107002020,0107,2020,2,2B
110010111001024,0111,1024,5,5C
110010074072011,0074,2011,8,8A
110010072001020,0072,1020,6,6D
110010073011055,0073,1055,8,8D
110010078031000,0078,1000,7,7D
110010088022000,0088,2000,5,5D
110010013011006,0013,1006,3,3F
110010074012004,0074,2004,8,8C
110010017021003,0017,1003,4,4B
110010095051000,0095,1000,4,4B
110010108002021,0108,2021,2,2A
110010098102003,0098,2003,8,8D
110010002024021,0002,4021,2,2E
110010072001007,0072,1007,6,6D
110010103003011,0103,3011,4,4B
110010097001009,0097,1009,8,8E
110010027011002,0027,1002,1,1D
110010087012010,0087,2010,5,5E
110010070002000,0070,2000,6,6B
110010034001000,0034,1000,1,1B
110010001001000,0001,1000,2,2E
110010034002010,0034,2010,1,1B
110010024001001,0024,1001,4,4C
110010062021244,0062,1244,2,2A
110010010013014,0010,3014,3,3E
110010027021006,0027,1006,1,1D
110010076015018,0076,5018,8,8A
110010021023003,0021,3003,4,4D
110010076042028,0076,2028,7,7B
110010020012009,0020,2009,4,4A
110010099012009,0099,2009,7,7B
110010009013025,0009,3025,3,3D
110010095031002,0095,1002,5,5A
110010017022006,0017,2006,4,4B
110010015001004,0015,1004,4,4A
110010035001001,0035,1001,1,1B
110010009013012,0009,3012,3,3D
110010039004002,0039,4002,1,1C
110010009011008,0009,1008,3,3D
110010002021004,0002,1004,2,2E
110010093011008,0093,1008,5,5B
110010024004008,0024,4008,4,4C
110010015005002,0015,5002,3,3G
110010087011003,0087,1003,5,5E
110010021022000,0021,2000,4,4B
110010098033003,0098,3003,8,8C
110010075022000,0075,2000,8,8B
110010016001001,0016,1001,4,4A
110010026001007,0026,1007,4,4A
110010021026004,0021,6004,4,4D
110010017021004,0017,1004,4,4B
110010096011017,0096,1017,7,7D
110010101001006,0101,1006,2,2F
110010096041012,0096,1012,7,7D
110010074071002,0074,1002,8,8B
110010067002010,0067,2010,6,6B
110010013011000,0013,1000,3,3F
110010076042015,0076,2015,7,7B
110010076043007,0076,3007,7,7B
110010006004009,0006,4009,3,3C
110010076042027,0076,2027,7,7B
110010020011006,0020,1006,4,4A
110010068041014,0068,1014,6,6B
110010010015010,0010,5010,3,3E
110010047021015,0047,1015,6,6E
110010091022009,0091,2009,5,5C
110010076033005,0076,3005,7,7B
110010077082018,0077,2018,7,7B
110010007021005,0007,1005,3,3B
110010075041005,0075,1005,8,8A
110010078081012,0078,1012,7,7C
110010047012005,0047,2005,6,6E
110010092032005,0092,2005,5,5E
110010089031000,0089,1000,5,5D
110010019013009,0019,3009,4,4B
110010014011017,0014,1017,3,3G
110010062021175,0062,1175,2,2A
110010078081000,0078,1000,7,7C
110010048011014,0048,1014,6,6E
110010078061010,0078,1010,7,7C
110010080022013,0080,2013,6,6A
110010070001013,0070,1013,6,6B
110010032001002,0032,1002,1,1A
110010107001001,0107,1001,2,2B
110010077032009,0077,2009,7,7F
110010001004006,0001,4006,2,2E
110010010011013,0010,1013,3,3E
110010042021004,0042,1004,2,2B
110010074042009,0074,2009,8,8E
110010104002043,0104,2043,8,8C
110010050022006,0050,2006,2,2F
110010012003002,0012,3002,3,3F
110010027012006,0027,2006,1,1D
110010041002003,0041,2003,2,2D
110010088042014,0088,2014,5,5D
110010081001003,0081,1003,6,6A
110010106003002,0106,3002,6,6C
110010076033012,0076,3012,7,7B
110010076051007,0076,1007,8,8A
110010025024003,0025,4003,4,4C
110010099051000,0099,1000,7,7E
110010092041002,0092,1002,5,5E
110010075031014,0075,1014,8,8A
110010069002006,0069,2006,6,6B
110010021021010,0021,1010,4,4B
110010009021006,0009,1006,3,3D
110010073011136,0073,1136,8,8C
110010008011001,0008,1001,3,3B
110010019021013,0019,1013,4,4B
110010006004000,0006,4000,3,3F
110010011002001,0011,2001,3,3E
110010102001018,0102,1018,6,6D
110010023021022,0023,1022,5,5E
110010025023001,0025,3001,4,4C
110010026002028,0026,2028,4,4A
110010101001027,0101,1027,2,2C
110010076032002,0076,2002,7,7B
110010070001011,0070,1011,6,6B
110010058001038,0058,1038,2,2C
110010010015007,0010,5007,3,3E
110010094002022,0094,2022,5,5C
110010077091029,0077,1029,7,7B
110010062021107,0062,1107,2,2C
110010095071004,0095,1004,4,4B
110010009022018,0009,2018,3,3D
110010099053000,0099,3000,7,7E
110010052012004,0052,2004,2,2B
110010096022007,0096,2007,7,7D
110010106002021,0106,2021,6,6C
110010011001010,0011,1010,3,3G
110010078092009,0078,2009,7,7D
110010062021188,0062,1188,2,2A
110010099052002,0099,2002,7,7E
110010095041024,0095,1024,5,5B
110010080012004,0080,2004,6,6A
110010011002013,0011,2013,3,3E
110010065002018,0065,2018,6,6B
110010024001008,0024,1008,4,4C
110010078082011,0078,2011,7,7C
110010058001020,0058,1020,2,2C
110010084021002,0084,1002,6,6A
110010095092001,0095,2001,5,5A
110010083011001,0083,1001,6,6C
110010059001025,0059,1025,2,2C
110010088031028,0088,1028,5,5D
110010017022020,0017,2020,4,4B
110010001004011,0001,4011,2,2E
110010075022009,0075,2009,8,8B
110010081002003,0081,2003,6,6A
110010095041011,0095,1011,5,5B
110010011004019,0011,4019,3,3E
110010040012001,0040,2001,1,1C
110010095081010,0095,1010,5,5A
110010078081002,0078,1002,7,7C
110010099041001,0099,1001,7,7E
110010077082001,0077,2001,7,7F
110010050023008,0050,3008,2,2F
110010017021020,0017,1020,4,4B
110010049011005,0049,1005,6,6E
110010095052007,0095,2007,4,4B
110010072002006,0072,2006,6,6B
110010111001021,0111,1021,5,5C
110010041003023,0041,3023,2,2D
110010062021068,0062,1068,2,2A
110010080012001,0080,2001,6,6A
110010109002022,0109,2022,8,8D
110010013022008,0013,2008,3,3C
110010107002016,0107,2016,2,2B
110010013011005,0013,1005,3,3F
110010016004021,0016,4021,4,4A
110010033012002,0033,2002,5,5E
110010095052016,0095,2016,4,4B
110010022011006,0022,1006,4,4D
110010062021243,0062,1243,2,2A
110010074041002,0074,1002,8,8E
110010001004012,0001,4012,2,2E
110010044002016,0044,2016,1,1B
110010039004001,0039,4001,1,1C
110010093013000,0093,3000,5,5B
110010022013004,0022,3004,4,4D
110010017022007,0017,2007,4,4B
110010015001006,0015,1006,3,3G
110010065002021,0065,2021,6,6B
110010068022008,0068,2008,6,6B
110010019021006,0019,1006,4,4B
110010104002007,0104,2007,8,8C
110010013013003,0013,3003,3,3F
110010077092003,0077,2003,7,7B
110010064001000,0064,1000,6,6D
110010008022020,0008,2020,3,3D
110010062021212,0062,1212,6,6D
110010004001008,0004,1008,3,3C
110010073011063,0073,1063,8,8D
110010049022002,0049,2002,2,2F
110010095041018,0095,1018,5,5B
110010011002022,0011,2022,3,3E
110010087011007,0087,1007,5,5E
110010018042011,0018,2011,4,4A
110010049012006,0049,2006,6,6E
110010055001013,0055,1013,2,2B
110010017022016,0017,2016,4,4B
110010073011016,0073,1016,8,8C
110010078072001,0078,2001,7,7C
110010014011003,0014,1003,3,3G
110010021021009,0021,1009,4,4B
110010105002017,0105,2017,6,6D
110010009022025,0009,2025,3,3D
110010010011005,0010,1005,3,3E
110010094002010,0094,2010,5,5C
110010007014007,0007,4007,3,3C
110010099031002,0099,1002,7,7E
110010096041002,0096,1002,7,7D
110010108001002,0108,1002,2,2A
110010067001010,0067,1010,6,6B
110010076015015,0076,5015,8,8A
110010108003004,0108,3004,2,2A
110010091022000,0091,2000,5,5C
110010013022004,0013,2004,3,3C
110010076051003,0076,1003,8,8A
110010077092002,0077,2002,7,7B
110010076013006,0076,3006,8,8A
110010073011113,0073,1113,8,8D
110010028011000,0028,1000,1,1A
110010021014002,0021,4002,4,4D
110010033022001,0033,2001,5,5E
110010044001010,0044,1010,1,1B
110010098071008,0098,1008,8,8D
110010087022000,0087,2000,5,5E
110010077091003,0077,1003,7,7B
110010094001014,0094,1014,5,5B
110010018043005,0018,3005,4,4A
110010017022004,0017,2004,4,4B
110010050021001,0050,1001,2,2F
110010096021028,0096,1028,7,7F
110010098031005,0098,1005,8,8C
110010008013010,0008,3010,3,3D
110010011001015,0011,1015,3,3E
110010003004005,0003,4005,3,3B
110010048021002,0048,1002,6,6E
110010077071012,0077,1012,7,7E
110010111001025,0111,1025,5,5C
110010003001011,0003,1011,2,2E
110010015003003,0015,3003,3,3G
110010081002005,0081,2005,6,6A
110010068011002,0068,1002,6,6B
110010049011003,0049,1003,6,6E
110010107001008,0107,1008,2,2A
110010102002006,0102,2006,6,6D
110010053013001,0053,3001,2,2B
110010096021023,0096,1023,7,7D
110010018042004,0018,2004,4,4A
110010049012012,0049,2012,6,6E
110010009022007,0009,2007,3,3D
110010079011003,0079,1003,6,6A
110010023011016,0023,1016,4,4C
110010095081004,0095,1004,5,5A
110010107002004,0107,2004,2,2B
110010073011074,0073,1074,8,8D
110010109001002,0109,1002,8,8D
110010059001017,0059,1017,6,6C
110010108002007,0108,2007,2,2A
110010068041009,0068,1009,7,7D
110010003004001,0003,4001,3,3B
110010038002003,0038,2003,1,1C
110010013023007,0013,3007,3,3F
110010073011000,0073,1000,8,8C
110010071001007,0071,1007,6,6B
110010024004002,0024,4002,4,4C
110010072002001,0072,2001,6,6B
110010062021195,0062,1195,6,6D
110010008012010,0008,2010,3,3D
110010092011005,0092,1005,5,5E
110010014023001,0014,3001,3,3G
110010016003006,0016,3006,4,4A
110010050011007,0050,1007,2,2F
110010031001007,0031,1007,1,1A
110010025024004,0025,4004,4,4C
110010007011007,0007,1007,3,3C
110010105002021,0105,2021,6,6D
110010049012004,0049,2004,6,6E
110010038002007,0038,2007,1,1C
110010102001007,0102,1007,6,6D
110010072002054,0072,2054,6,6D
110010105002009,0105,2009,6,6D
110010071001026,0071,1026,6,6B
110010088031002,0088,1002,5,5D
110010011002019,0011,2019,3,3E
110010076034003,0076,4003,7,7B
110010040012002,0040,2002,1,1C
110010031001005,0031,1005,1,1A
110010053014003,0053,4003,2,2B
110010042011005,0042,1005,2,2B
110010010012007,0010,2007,3,3E
110010104002011,0104,2011,8,8C
110010016001007,0016,1007,4,4A
110010012004000,0012,4000,3,3F
110010025023003,0025,3003,4,4C
110010091022006,0091,2006,5,5C
110010048011003,0048,1003,1,1B
110010049022013,0049,2013,2,2F
110010069001013,0069,1013,6,6B
110010013011008,0013,1008,3,3F
110010005011000,0005,1000,3,3C
110010103001009,0103,1009,4,4A
110010032001000,0032,1000,1,1A
110010095032001,0095,2001,5,5B
110010010011001,0010,1001,3,3E
110010094003025,0094,3025,5,5C
110010095013008,0095,3008,5,5A
110010076052002,0076,2002,8,8A
110010103002010,0103,2010,4,4B
110010059001039,0059,1039,6,6C
110010098042003,0098,2003,8,8C
110010076042003,0076,2003,7,7B
110010083021011,0083,1011,6,6C
110010109002000,0109,2000,8,8D
110010097002002,0097,2002,8,8E
110010022011010,0022,1010,4,4D
110010079012002,0079,2002,6,6A
110010109002016,0109,2016,8,8D
110010096032003,0096,2003,7,7F
110010016001016,0016,1016,4,4A
110010020021018,0020,1018,4,4C
110010035002001,0035,2001,1,1B
110010039003000,0039,3000,1,1C
110010067001004,0067,1004,6,6B
110010073011064,0073,1064,8,8D
110010005011012,0005,1012,3,3C
110010010016015,0010,6015,3,3E
110010098042005,0098,2005,8,8C
110010073011125,0073,1125,8,8C
110010010014013,0010,4013,3,3E
110010084101019,0084,1019,6,6A
110010066001013,0066,1013,6,6B
110010010011011,0010,1011,3,3E
110010095083005,0095,3005,5,5A
110010107001005,0107,1005,2,2A
110010055004001,0055,4001,2,2B
110010104002004,0104,2004,8,8C
110010099051007,0099,1007,7,7E
110010111001033,0111,1033,5,5C
110010098102002,0098,2002,8,8D
110010091021014,0091,1014,5,5C
110010049022009,0049,2009,2,2F
110010092031001,0092,1001,5,5E
110010073011048,0073,1048,8,8D
110010025022007,0025,2007,4,4C
110010012003009,0012,3009,3,3F
110010107002021,0107,2021,2,2B
110010095032006,0095,2006,5,5B
110010011003008,0011,3008,3,3G
110010093011006,0093,1006,5,5B
110010111001028,0111,1028,5,5C
110010099042000,0099,2000,7,7E
110010093012017,0093,2017,5,5B
110010067003001,0067,3001,6,6B
110010084101013,0084,1013,6,6A
110010023021024,0023,1024,5,5E
110010023021012,0023,1012,5,5A
110010102002023,0102,2023,6,6D
110010059001026,0059,1026,2,2C
110010021021004,0021,1004,4,4B
110010014023008,0014,3008,3,3G
110010096032000,0096,2000,7,7F
110010083021015,0083,1015,6,6C
110010002024011,0002,4011,3,3D
110010010014012,0010,4012,3,3E
110010058001024,0058,1024,2,2C
110010014021009,0014,1009,3,3G
110010065002022,0065,2022,6,6B
110010013013005,0013,3005,3,3F
110010106002043,0106,2043,6,6C
110010105002026,0105,2026,6,6D
110010098072000,0098,2000,8,8D
110010095042004,0095,2004,5,5B
110010095041026,0095,1026,5,5B
110010052012000,0052,2000,2,2B
110010099071003,0099,1003,7,7F
110010094003015,0094,3015,5,5B
110010095083007,0095,3007,5,5A
110010109002002,0109,2002,8,8D
110010076012001,0076,2001,7,7B
110010071001030,0071,1030,6,6B
110010095033016,0095,3016,5,5B
110010088024003,0088,4003,5,5D
110010004002015,0004,2015,3,3C
110010072001002,0072,1002,6,6B
110010077072003,0077,2003,7,7E
110010013022001,0013,2001,3,3C
110010096021018,0096,1018,7,7D
110010062021042,0062,1042,2,2A
110010079013005,0079,3005,6,6A
110010010014025,0010,4025,3,3E
110010022013006,0022,3006,4,4D
110010009013010,0009,3010,3,3D
110010075031011,0075,1011,8,8A
110010043001004,0043,1004,1,1B
110010050023000,0050,3000,2,2F
110010076051001,0076,1001,8,8A
110010047021008,0047,1008,6,6E
110010077071000,0077,1000,7,7E
110010092011010,0092,1010,5,5E
110010073011106,0073,1106,8,8D
110010078043017,0078,3017,7,7C
110010070002019,0070,2019,6,6B
110010017022001,0017,2001,4,4B
110010011002010,0011,2010,3,3E
110010018043003,0018,3003,4,4A
110010039002006,0039,2006,1,1C
110010076014010,0076,4010,8,8A
110010076012011,0076,2011,8,8A
110010094004017,0094,4017,5,5C
110010043002005,0043,2005,2,2B
110010015002012,0015,2012,3,3G
110010099051006,0099,1006,7,7E
110010021026007,0021,6007,4,4D
110010062021016,0062,1016,2,2C
110010076013011,0076,3011,8,8A
110010095041001,0095,1001,5,5B
110010023011014,0023,1014,4,4C
110010109002037,0109,2037,8,8D
110010023011003,0023,1003,4,4C
110010076051000,0076,1000,8,8A
110010027022003,0027,2003,1,1D
110010065001008,0065,1008,6,6B
110010098033000,0098,3000,8,8C
110010026002021,0026,2021,4,4A
110010097001013,0097,1013,8,8E
110010078083009,0078,3009,7,7C
110010026001016,0026,1016,4,4A
110010072002057,0072,2057,6,6D
110010020011008,0020,1008,4,4A
110010074043004,0074,3004,8,8E
110010062021134,0062,1134,2,2C
110010012003000,0012,3000,3,3F
110010095052022,0095,2022,4,4B
110010008013030,0008,3030,3,3D
110010104002040,0104,2040,8,8C
110010011002027,0011,2027,3,3E
110010016001000,0016,1000,4,4A
110010096011021,0096,1021,7,7D
110010077091014,0077,1014,7,7B
110010101001028,0101,1028,2,2C
110010010011000,0010,1000,3,3E
110010007021001,0007,1001,3,3B
110010111001014,0111,1014,5,5C
110010106003000,0106,3000,6,6C
110010004002024,0004,2024,3,3C
