X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-77.108830966867274,38.936166991626095,18229603,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229604,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229605,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229606,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229607,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229608,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229609,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229610,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229611,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229612,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229613,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229614,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229615,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229616,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229617,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229618,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229619,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229620,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229621,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229622,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229623,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229711,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229712,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229713,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229714,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229715,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229716,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229717,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229718,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229719,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229720,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229721,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229722,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229723,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229724,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229725,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229726,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229727,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229728,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229729,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229730,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229731,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229732,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229733,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229734,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229735,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229736,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.108830966867274,38.936166991626095,18229737,380007,CANCELLED,Food Products,67006310,SIBLEY GIFT SHOP,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,2025723100,2017-06-20T15:10:47.000Z,WASHINGTON,DC,5255 LOUGHBORO ROAD NW,38.9361592012,-77.1088286472,390564.57,140924.9,20016,295156,131264,131264,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-76.976933464904249,38.897791422704785,18229743,373698,CANCELLED,One Family Rental,500513001288,,2013-02-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,2014-12-08T00:00:00.000Z,3019927290,2017-06-20T15:10:43.000Z,WASHINGTON,DC,704 19TH STREET NE,38.8977839684,-76.9769311886,402001.14,136659.52,20002,160,1363,1363,6,6A,6A07,FIFTH,507,25,NONE,NONE,BENNING RD NE,NONE
-77.077234896533426,38.93666021227471,18229749,373704,CANCELLED,One Family Rental,500513001341,,2013-02-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,2014-12-29T00:00:00.000Z,2022550422,2017-06-20T15:10:43.000Z,WASHINGTON,DC,3541 39TH STREET NW,38.9366527539,-77.0772325871,393303.99,140976.86,20016,223210,65951,65951,3,3C,3C06,SECOND,204,14,NONE,NONE,NONE,NONE
-76.942359426015273,38.878497220960654,18229751,373706,CANCELLED,One Family Rental,500513001377,DONTE M REALTY,2013-02-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,2014-02-12T00:00:00.000Z,2023982075,2017-06-20T15:10:43.000Z,WASHINGTON,DC,4227 H STREET SE,38.8784897692,-76.9423571615,405001.67,134519.04,20019,24940,13583,13583,7,7E,7E01,SIXTH,605,33,NONE,NONE,NONE,NONE
-77.02608338340724,38.930104055110498,18229758,373713,CANCELLED,One Family Rental,500513001567,,2013-03-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,2014-03-06T00:00:00.000Z,5097682249,2017-06-20T15:10:43.000Z,WASHINGTON,DC,3209 SHERMAN AVENUE NW,38.9300965961,-77.02608109,397738.58,140246.56,20010,232956,75635,75635,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
-77.04142159696984,38.91608979092225,18229831,380012,CANCELLED,Delicatessen,70105261,K & S LLC,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2014-12-05T00:00:00.000Z,2029999999,2017-06-20T15:10:47.000Z,WASHINGTON,DC,1917 18TH STREET NW,38.9160823353,-77.0414192997,396407.94,138691.35,20009,241427,84371,84371,2,2B,2B08,THIRD,301,6,NONE,NONE,NONE,NONE
-77.027726069479655,38.968741169798953,18229854,378835,CANCELLED,Delicatessen,39008512,KUN CHANG,2013-09-01T00:00:00.000Z,2015-08-31T00:00:00.000Z,2014-09-19T00:00:00.000Z,00,2017-06-20T15:10:46.000Z,WASHINGTON,DC,6450 GEORGIA AVENUE NW,38.9687337031,-77.0277237732,397597.45,144535.67,20012,253287,95907,95907,4,4A,4A04,FOURTH,402,17,NONE,NONE,NONE,NONE
-76.929895149433861,38.903189934221373,18229867,374154,CANCELLED,One Family Rental,500514904177,"Trusted Estate Solutions; Clement Ludd",2014-08-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,2014-09-24T00:00:00.000Z,803-795-7842,2017-06-20T15:10:44.000Z,WASHINGTON,DC,5013 SHERIFF ROAD NE,38.9031824771,-76.9298928872,406081.09,137260.88,20019,288421,127277,127277,7,7C,7C04,SIXTH,608,31,NONE,NONE,NONE,NONE
-77.064160711146599,38.970599217877371,18229883,374523,CANCELLED,One Family Rental,64000122,TAYLOR PROPERTIES LIMIRED,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-04-15T00:00:00.000Z,2023620445,2017-06-20T15:10:44.000Z,WASHINGTON,DC,6120 32ND STREET NW,38.9705917521,-77.0641584036,394440.16,144743.52,20015,262186,105343,105343,4,3G,3G04,SECOND,201,10,NONE,NONE,NONE,NONE
-77.066784447976687,38.905803849715227,18229906,374605,CANCELLED,One Family Rental,64004345,JOH MCGOVERN,2012-12-01T00:00:00.000Z,2014-11-30T00:00:00.000Z,2014-10-15T00:00:00.000Z,,2017-06-20T15:10:44.000Z,WASHINGTON,DC,3320 PROSPECT STREET NW,38.9057963971,-77.0667821436,394207.53,137550.83,20007,271931,114766,114766,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,NONE
-77.040624212717319,38.925956350552404,18229910,374609,CANCELLED,One Family Rental,64004418,,2013-01-01T00:00:00.000Z,2014-12-31T00:00:00.000Z,2014-11-05T00:00:00.000Z,3018062135,2017-06-20T15:10:44.000Z,WASHINGTON,DC,1725 LANIER PLACE NW,38.9259488929,-77.0406219151,396477.58,139786.59,20009,238105,81147,81147,1,1C,1C05,THIRD,303,1,NONE,NONE,NONE,NONE
-77.050488060278795,38.906030931768676,18229931,375171,CANCELLED,One Family Rental,66001103,ANDREW S GORDON ,2012-02-01T00:00:00.000Z,2014-01-31T00:00:00.000Z,2014-01-15T00:00:00.000Z,2022234234,2017-06-20T15:10:44.000Z,WASHINGTON,DC,1230 23RD STREET NW,38.9060234785,-77.0504857609,395621.04,137575.13,20037,226428,69757,69757,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,NONE
-77.035965362016412,38.984497922158603,18229940,375180,CANCELLED,One Family Rental,66001343,BRUCE STEPHENSON,2012-02-01T00:00:00.000Z,2014-01-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,,2017-06-20T15:10:44.000Z,WASHINGTON,DC,7725 16TH STREET NW,38.9844904526,-77.0359630623,396884.12,146285.07,20012,256311,98847,98847,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
